"","method","Output","nCell","Batch_ASW_batch.RNA","Batch_ASW_site.RNA","graph_connectivity_batch.RNA","graph_connectivity_label.RNA","graph_connectivity_label.l1.RNA","graph_connectivity_cluster.RNA","graph_iLISI.RNA","ARI.RNA","ARI.l1.RNA","AMI.RNA","AMI.l1.RNA","graph_cLISI.RNA","graph_cLISI.l1.RNA","isolated_labels_ASW.RNA","isolated_labels_ASW.l1.RNA","Batch_ASW_batch.ATAC","Batch_ASW_site.ATAC","graph_connectivity_batch.ATAC","graph_connectivity_label.ATAC","graph_connectivity_label.l1.ATAC","graph_connectivity_cluster.ATAC","graph_iLISI.ATAC","ARI.ATAC","ARI.l1.ATAC","AMI.ATAC","AMI.l1.ATAC","graph_cLISI.ATAC","graph_cLISI.l1.ATAC","isolated_labels_ASW.ATAC","isolated_labels_ASW.l1.ATAC","FOSCTTM","nearest_cell_barcode","nearest_cell_barcode.RNA","nearest_cell_barcode.ATAC","nearest_cell_celltype","nearest_cell_celltype.RNA","nearest_cell_celltype.ATAC","nearest_cell_celltype.l1","nearest_cell_celltype.l1.RNA","nearest_cell_celltype.l1.ATAC"
"42","MaxFuse","Embedding",6781,NA,NA,1,0.982082340484264,0.989215892106666,1,NA,0.653719981698167,0.55320231776358,0.818763454173435,0.751139365650294,0.989199456862989,0.997277206450652,0.557534361503206,0.533049754171731,NA,NA,1,0.9853800829942,0.979650976890817,1,NA,0.597579148486874,0.498043977218761,0.773922625687973,0.706116591636501,0.9851700740342,0.990880683673377,0.532907044126358,0.513360107699481,0.0992569455661101,0.00597257041734258,0.00575136410558915,0.006193776729096,0.776434154254535,0.824067246718773,0.728801061790296,0.852971538121221,0.903701518950007,0.802241557292435
"43","pamona","Embedding",6781,NA,NA,1,0.509646967211364,0.698622821482409,1,NA,0.121017267750616,0.0969600227436348,0.33804626650825,0.296122389866628,0.888157963716006,0.820594183924955,0.42021606482262,0.453348089612497,NA,NA,1,0.112323219961133,0.189381479196379,1,NA,0.00885575837065953,0.0104822626968397,0.058817279279681,0.0513714242173675,0.696686356281258,0.538960278942497,0.421227007178387,0.446366643878808,0.511205361598215,0,0,0,0.097035835422504,0.102639728653591,0.0914319421914172,0.151821265300103,0.157498893968441,0.146143636631765
"44","SCALEX","Embedding",6781,NA,NA,1,0.98686296877301,0.991625086082172,1,NA,0.655906617084482,0.569023717480079,0.818343573107851,0.762812321478763,0.98835075617414,0.996195221693799,0.602280828815732,0.620898542185432,NA,NA,1,0.929815667868759,0.968461664116826,1,NA,0.494611120258645,0.580144488301903,0.605813746395987,0.639332128417235,0.94596980659734,0.939352284529609,0.510545087207868,0.552403728687511,0.123582082547545,0.003613036425306,0.003096888364548,0.004129184486064,0.606842648576906,0.69547264415278,0.518212653001032,0.768470727031411,0.829228727326353,0.70771272673647
"45","SeuratV3","Embedding",6781,NA,NA,1,0.996211864861282,0.995888394272075,1,NA,0.647918952812397,0.565869711663839,0.831029982759037,0.777236894942149,0.994025302953643,0.99920332671118,0.594076860490578,0.602653087292434,NA,NA,1,0.911618466495287,0.937775216192594,1,NA,0.468111010898875,0.353888938162542,0.742343614966524,0.659725359913641,0.987828020037606,0.995871476465351,0.614581127631581,0.646831723249851,0.0479940274839518,0.00479280342132429,0.006193776729096,0.00339183011355257,0.770461583837192,0.74900457159711,0.791918596077275,0.863589441085386,0.853856363368235,0.873322518802537
"46","SIMBA","Embedding",6781,NA,NA,1,0.98774611173234,0.987565164968392,1,NA,0.661390341472132,0.526233726928269,0.837499053012827,0.747757029098611,0.993953371780329,0.999487139196323,0.587787278669565,0.585721785882148,NA,NA,1,0.968590933277708,0.978797674552727,1,NA,0.610042605393659,0.57159342932859,0.717558092978116,0.694930236677306,0.966612794574812,0.981949939337209,0.531334081767829,0.563872383680427,0.0896069765271647,0.00331809467630143,0.00280194661554343,0.00383424273705943,0.647987022563044,0.701076537383867,0.594897507742221,0.778646217372069,0.814629110750627,0.742663323993511
"47","uniPort","Embedding",6781,NA,NA,1,0.923070123712967,0.964238415948821,1,NA,0.62209082394583,0.553248940029301,0.683335727050621,0.656493031240927,0.967318801113046,0.977563968893686,0.536809479093268,0.561476920853846,NA,NA,1,0.986167501340772,0.984921290272421,1,NA,0.657965673021562,0.52739128339641,0.832407255029736,0.745984240440558,0.992815266300813,0.998273525161472,0.605404845694597,0.591773253412121,0.085599056986717,0.00494027429582657,0.00501400973307772,0.00486653885857543,0.745686476920808,0.716560979206607,0.77481197463501,0.859681462911075,0.841616280784545,0.877746645037605
"48","bindSC","Embedding",6781,NA,NA,1,0.892924877796175,0.939917697730142,1,NA,0.408752770908302,0.440757505752999,0.65134004374083,0.649741243470379,0.958034510853125,0.96388979556717,0.518890423918801,0.590925529573001,NA,NA,1,0.864775698639937,0.905135188242278,1,NA,0.367188219226711,0.349271228568828,0.647174056759954,0.630432282887483,0.969242753557447,0.987765225167842,0.516073579548871,0.598437126686911,0.120366104003263,0.00272821117829229,0.003096888364548,0.00235953399203657,0.535761687066804,0.52514378410264,0.546379590030969,0.732119156466598,0.71744580445362,0.746792508479575
"49","scglue","Embedding",6781,NA,NA,1,0.991244978901742,0.989668673750372,1,NA,0.67286132075586,0.532060958704017,0.846588937440756,0.753119785429062,0.995052609314828,0.999703908967568,0.635152189101846,0.602987663086009,NA,NA,1,0.975841260338213,0.971015060012962,1,NA,0.639448851845422,0.539953545884723,0.799339621035664,0.726503228645788,0.988668834350211,0.996228247341707,0.603759883310164,0.596676285035449,0.0342737013760679,0.00995428402890429,0.0100280194661554,0.00988054859165315,0.816914909305412,0.827016664208819,0.806813154402006,0.889912992184044,0.898834980091432,0.880991004276655
"50","LIGER_INMF","Embedding",6781,NA,NA,1,0.984796681415595,0.985041437921212,1,NA,0.589011099045324,0.483912848532872,0.813419771353641,0.73710374146208,0.994548959184904,0.999614827038242,0.619509277290658,0.615111935368358,NA,NA,1,0.939342596298165,0.967262778775336,1,NA,0.61499845507284,0.675641247501387,0.690742314989385,0.70317716189732,0.956743467558361,0.967815141446477,0.511325220860223,0.570738554050836,0.249800840377382,0.000884825247013715,0.000884825247013715,0.000884825247013715,0.283660227105147,0.459666715823625,0.107653738386669,0.529641645774959,0.754018581330187,0.305264710219732
"51","LIGER_OINMF","Embedding",6781,NA,NA,1,0.961927151861344,0.984409315321157,1,NA,0.549270487192415,0.495326228189045,0.779538081675378,0.732993469101302,0.989459438602372,0.997694034367584,0.585728556129445,0.546823204526327,NA,NA,1,0.890188591772108,0.954822286922709,1,NA,0.423994100734904,0.474311145799719,0.618815367732302,0.63629190195104,0.946523041072986,0.937943156026156,0.500270153232911,0.542370244858185,0.256310066897756,0.000589883498009143,0.000589883498009143,0.000589883498009143,0.377820380474856,0.355257336676007,0.400383424273706,0.563928624096741,0.552868308509069,0.574988939684412
"52","LIGER_UINMF","Embedding",6781,NA,NA,1,0.983239470052776,0.983483732225726,1,NA,0.625882993276144,0.470297466148101,0.830997905480229,0.728486088885401,0.995177791836312,0.999544273057801,0.615670289987951,0.58340647756471,NA,NA,1,0.933202452168529,0.969117184589316,1,NA,0.417607447288665,0.489154880284805,0.659686321952795,0.682755125016898,0.954681517898887,0.97234420911263,0.509153164237554,0.577981550349073,0.435603105313408,0.000589883498009143,0.000737354372511429,0.000442412623506857,0.177554932900752,0.306591948090252,0.048517917711252,0.336528535614216,0.447574104114437,0.225482967113995
"53","MaxFuse","Embedding",6781,NA,NA,1,0.959188289923612,0.990717664917917,1,NA,0.645920321830579,0.537634196431353,0.818100238690199,0.74569174943791,0.990051724472396,0.996954834182238,0.558784751345834,0.533642455348733,NA,NA,1,0.986242188332393,0.980646026459683,1,NA,0.634726247617809,0.535409818357987,0.775820198695531,0.714488254875752,0.983831678301462,0.990639621056956,0.533149724283845,0.512537407199562,0.0976184443286357,0.00656245391535172,0.00781595634862115,0.00530895148208229,0.792582215012535,0.828933785577348,0.756230644447722,0.86646512313818,0.897655213095414,0.835275033180947
"54","pamona","Embedding",6781,NA,NA,1,0.509646967211364,0.698622821482409,1,NA,0.121017267750616,0.0969600227436348,0.33804626650825,0.296122389866628,0.888157963716006,0.820594183924955,0.42021606482262,0.453348089612497,NA,NA,1,0.112323219961133,0.189381479196379,1,NA,0.00885575837065953,0.0104822626968397,0.058817279279681,0.0513714242173675,0.696686356281258,0.538960278942497,0.421227007178387,0.446366643878808,0.511205361598215,0,0,0,0.097035835422504,0.102639728653591,0.0914319421914172,0.151821265300103,0.157498893968441,0.146143636631765
"55","SCALEX","Embedding",6781,NA,NA,1,0.98686296877301,0.991625086082172,1,NA,0.655906617084482,0.569023717480079,0.818343573107851,0.762812321478763,0.98835075617414,0.996195221693799,0.602280828815732,0.620898542185432,NA,NA,1,0.929815667868759,0.968461664116826,1,NA,0.494611120258645,0.580144488301903,0.605813746395987,0.639332128417235,0.94596980659734,0.939352284529609,0.510545087207868,0.552403728687511,0.123582082547545,0.003613036425306,0.003096888364548,0.004129184486064,0.606842648576906,0.69547264415278,0.518212653001032,0.768470727031411,0.829228727326353,0.70771272673647
"56","SeuratV3","Embedding",6781,NA,NA,1,0.996211864861282,0.995888394272075,1,NA,0.647918952812397,0.565869711663839,0.831029982759037,0.777236894942149,0.994025302953643,0.99920332671118,0.594076860490578,0.602653087292434,NA,NA,1,0.911618466495287,0.937775216192594,1,NA,0.468111010898875,0.353888938162542,0.742343614966524,0.659725359913641,0.987828020037606,0.995871476465351,0.614581127631581,0.646831723249851,0.0479940274839518,0.00479280342132429,0.006193776729096,0.00339183011355257,0.770461583837192,0.74900457159711,0.791918596077275,0.863589441085386,0.853856363368235,0.873322518802537
"57","SIMBA","Embedding",6781,NA,NA,1,0.990136070753263,0.984398721143472,1,NA,0.645224024353541,0.514542096646032,0.831889685891425,0.743109318094236,0.993820164269232,0.999726955260539,0.587263168714279,0.584744376734272,NA,NA,1,0.969866320657007,0.979525601466891,1,NA,0.600881689869851,0.55495351808163,0.707809106088457,0.678534535486733,0.967829851263906,0.98241895602831,0.531619204293231,0.563406954412638,0.0863103250424661,0.00294941749004572,0.003096888364548,0.00280194661554343,0.644079044388733,0.685887037310131,0.602271051467335,0.789559062085238,0.827606547706828,0.751511576463648
"58","unionCom","Embedding",6781,NA,NA,1,0.970723533254721,0.965538188725135,1,NA,0.609640991366916,0.446080613882436,0.805753279871435,0.704589476582368,0.996548010212948,0.999445482355515,0.698666092620899,0.705181077587244,NA,NA,1,0.535200076834593,0.7799358462982,1,NA,0.111142034616903,0.103327436595289,0.228099929004399,0.20970261895451,0.829405412996053,0.739913495849893,0.359523309118262,0.412639532845265,0.492383437061329,0.000147470874502286,0,0.000294941749004572,0.0729243474413803,0.115764636484294,0.0300840583984663,0.125276507889692,0.181979059135821,0.0685739566435629
"59","uniPort","Embedding",6781,NA,NA,1,0.923070123712967,0.964238415948821,1,NA,0.62209082394583,0.553248940029301,0.683335727050621,0.656493031240927,0.967318801113046,0.977563968893686,0.536809479093268,0.561476920853846,NA,NA,1,0.986167501340772,0.984921290272421,1,NA,0.657965673021562,0.52739128339641,0.832407255029736,0.745984240440558,0.992815266300813,0.998273525161472,0.605404845694597,0.591773253412121,0.085599056986717,0.00494027429582657,0.00501400973307772,0.00486653885857543,0.745686476920808,0.716560979206607,0.77481197463501,0.859681462911075,0.841616280784545,0.877746645037605
